is this guy really saying what we want to hear or what i really dont know if its just a show or hes being for real anyway either hes putting on a show for the wef for some gain of his own country or really is putting a genuine truth out there for all of us globally i believe in our god given rights as humans to be individuals and have our own minds and ask questions not this collectivism stuff because ive seen it our past history as humans it destroys us in our minds body and spirit people are brainwashed into thinking they are better off being told what to do how to think how to act etc it just doesnt work economically or in any other status of being a human we were given minds to learn experience explore on this planet but it would be nice if we would stop fighting each other so much and learn to be more compassionate caring and respectful to our fellow humans we can be individuals and work together to be better people for the betterment of our society division because of skin color ethnicity etc is just ignorant because underneath it all we bleed the same color red god help us all,Debate Económico
i love this guy,Apoyo Entusiasta
only wish you was a kenyan president,Comparaciones con Otros Políticos
truth is in the middle capitalism is not the best and not the worst today it is cause of deforestation and pollution at large also it doesnt fight poverty or depends on it its manipulative repression its better then communism etc but certainly not the holy grail,Debate Económico
wowwowwowwhat a bravedirectspeach,Apoyo Entusiasta
impersonator,Preocupación por la Controversia
best men,Apoyo Entusiasta
its been a long time since i heard such a ridiculous speech does anyone have any critical thinking left argentina was doing well with the social policies youd expect to see in scandinavian nations which by the way are doing well in most areas of importance up until 91 then the imf alongside the us dollar comes in winde on to 2001 and the nation was xxxx unregulated unrestricted capitalism is the reason every single nation is in vast debt the problem always with capitalism is eventually you run out of people to exploit resources to rape and other nations riches to steal you need regulation in all essential areas dont listen to numpty wholl leave office far richer than when he came in whilst having allowed extensive exploitation of that nations vast natural resources you need to remove healthcare education transportation energy legal system politics prison system and other areas of societys core infrastructure out of the capitalist systemplenty of other areas to make fake fiat system profits,Debate Económico
go south american trump go woooo,Apoyo Entusiasta
truly a man of his time,Comparaciones con Otros Políticos
americas current sitting government is hell bent on taking up down,Críticas Severas
how come a south american president make a speech which will be perfect for george washington abraham lincoln or john kennedy what happened to united states why united states gave up of all its value milei is right,Comparaciones con Otros Políticos
ignorance at its greatest,Críticas Severas
just another puppet of elite,Críticas Severas
yes but we want total control of this planet and we have so yeah,Preocupación por la Controversia
let me get this right this is a fake adultered computer generated version of a speech the lip movements have been changed to appear as if hes actually speaking in english when in fact he spoke in spanish this is not ai this is bs,Preocupación por la Controversia
amazing a man with brains and courage at last,Apoyo Entusiasta
brilliant bang on,Apoyo Entusiasta
1000000000000000000 correct only the corrupt and brainwashed could disagree without facts,Apoyo Entusiasta
i wouldnt even give these leaders the benefit of the doubt well intentioned,Críticas Severas
wow,Apoyo Entusiasta
the west is getting back all the pain they put out the western world is built on the blood of every nation they destroyed nothing last forever the crazy part is the west is being destroyed by the very hands that built it the west is greed is destroying the west just like the west lust for gold and greed destroyed everyone else countries,Críticas Severas
i love this guy,Apoyo Entusiasta
interesting what a warning god bless,Apoyo Entusiasta
we need more leaders like him,Apoyo Entusiasta
bswhen your system ends up creating companies too big to fail and govt has to socialize the free market your argument dies,Críticas Severas
this guy is awesome the problem with socalism is that you are forced to help others while being free and not telling people what to do will cause those same people to help those less fortunate we dont need to be forced to help others or being robbed with taxes and told its going to help others in the country when its used to buy bombs and kill others,Debate Económico
brilliant most knowledgeable economist i have heard since adam smith scottish author of the wealth of nations circa 1776 the 21st century world needs your economic insight and understanding sir hope others will listen god bless you,Apoyo Entusiasta
he then cited what he describes as myths regarding capitalism rejecting the idea that the nordic model is socialist and saying that the nordic countries are more promarket than people think he labelled the problem of social inequality as a lying hoax and said that social justice is unfair he concluded that this was a debate about values where socialism embodies envy resentment and coercion while capitalism or liberalism stands for the unrestricted respect for the life project of fellow individualsla charla tedx de milei donde explica la belleza del capitalismoin other words universal healthcare universal education proportional representation as a voting system and large scale collective bargaining for workers are capitalist objectives i cant imagine why hes so avidly against them,Debate Económico
he speaks the true,Apoyo Entusiasta
yo biden this is what real leadership looks like,Comparaciones con Otros Políticos
i like this guy he dared to say this in front of the people who are creating the problems,Apoyo Entusiasta
bet hes banned now what a legend though,Comparaciones con Otros Políticos
truth,Apoyo Entusiasta
facts,Apoyo Entusiasta
fantastic,Apoyo Entusiasta
fantastic speech,Apoyo Entusiasta
he is a controlled opposition,Críticas Severas
long live freedom damn it,Apoyo Entusiasta
mindfulness ok,Humor y Sarcasmo
fantastic,Apoyo Entusiasta
the truth and nothing but the truth so help him godamen we have been warned once again,Apoyo Entusiasta
this is fake though yeah,Críticas Severas
the great reset,Preocupación por la Controversia
truth it amazes me anyone can debate this,Apoyo Entusiasta
he is a controlled opposition,Críticas Severas
amazing speech he will have an accident tor the media elite will now cancel him out of his influential position or fabricate something,Críticas Severas
his speech will fall on deaf ears unfortunately,Críticas Severas
now i am not rich but surely the world is more than about how much bloody money,Críticas Severas
amazing the majority of the world sees what is happening but our country turns a blind eye it makes me sad to see our home and freedoms slip between our fingers because of ignorance and greed,Críticas Severas
we need more courageous and truthful leaders like you pres javier milei god bless you mightily,Apoyo Entusiasta
just remember im calling it now he did not commit an epstein,Preocupación por la Controversia
morally desirable no morals in capitalism at all,Críticas Severas
theyll call you antisemitic for sharing this,Preocupación por la Controversia
intelligent man,Apoyo Entusiasta
facts,Apoyo Entusiasta
free market capitalism wont work in an ai world where theres simply less and less work to do screw this youtuber for the ai voice even if thats useful you still stole his voicegreat speech nonetheless i admire him and his idea but i just cant see pure capitalism working much longer especially today in a world with no morals and mass stealing technology we call ai,Debate Económico
this is fake though yeah,Críticas Severas
now you are talking javier,Debate Económico
voy a vivir en argentina,Comparaciones con Otros Políticos
i hope he spoiled the party lol,Humor y Sarcasmo
javier milei gave up all his political power to the expresident mauricio macri as soon as he could 4 days into power all the former presidents ministers the political cast as he calls them took office displacing mileis own people he betrayed his political supporters in less than a week a total record in argentinian politics as a side note javier is delusional he is not the one ruling the country he doesnt have his shit together and he will be overthrown sooner than later because hes leading the country into an institutional and political mayhem,Críticas Severas
hes trying to be a rightwing dictator in any way he can,Preocupación por la Controversia
pray for us,Preocupación por la Controversia
get bent davos long live argentina,Humor y Sarcasmo
argentina you are lucky to have this new president he will bring argentina to better future,Apoyo Entusiasta
keep your head down mate the us wont like this,Preocupación por la Controversia
this guy is taking aim at the fed market failures and depressions dont occur unless the central banks are messing with the money supply on purpose,Debate Económico
i know where im moving if we in the us dont take back control of our values,Comparaciones con Otros Políticos
top speech very very good he really got guts and his to be felicitate he spoke absolute truth,Apoyo Entusiasta
we in the usa need to have president milei give this speech before both the us senate and the us house of representatives then maybe government would get out of the way of true progress,Comparaciones con Otros Políticos
the main problem is that the elites control the world and they arent exactly smart just look at the entire biden administration who phizeretc fauci literally admitted in court that he created the virus yet ppl still believe anything else the media has to say instead of that truth then they tried to make the jabs mandated and that corrupted the entire working class now places are still desperate for workers still because of that ignorant socialist mistake hospitals are still suffering by not having enough employeesstaff,Críticas Severas
government should focus on protecting individual rights life liberty property and ensure equality under the law,Debate Económico
absolutely we are at threat i have seen this for a few years now k,Preocupación por la Controversia
he is awesom fk socializm,Apoyo Entusiasta
looks deepfake,Preocupación por la Controversia
check f mate,Humor y Sarcasmo
the wef is trash,Críticas Severas
what a brave man he knows that his very life is in danger just for giving this speech,Apoyo Entusiasta
bravo,Apoyo Entusiasta
i sure pray more people see this,Apoyo Entusiasta
he failed to address some of the reasons why people take on a socialist stance at all rampant corruption in capitalism is the culprit a near perfect system where the needs of a few are met without adhering to the rules capitalism was never designed to be compatible with corruption and it shows at every level of life currently,Críticas Severas
100 right on the money thanks to javier for his speech,Apoyo Entusiasta
he is a huge zionist that is why he was allowed to say this they intend to make the wef the image of villains so when people like this oppose them they we be accepted by the masses and accept any solution and order provided as a result of this chaos solutions that would never be accepted without the problems that these villains have encouraged and endorsed,Críticas Severas
he intentionally extorts facts in favor of the capitalism we have to thank scientists and entrepreneurs for living prosperous but pure capitalism leads to the global dominance of large monopolies like faang microsoft starlink etc which squiz the juice of the people forcing them into poverty even in well developed countries,Debate Económico
it is clear that socialism in germany is killing it the european powerhouse will die if they dont change in the next 50 years,Debate Económico
you guys do know its not a free market right,Debate Económico
who asked you to judge socialism you have plenty of problems in argentina focus on corruption criminality and 200400 inflation first,Críticas Severas
he is talking about history long ago seemingly living in the past we are now moving into a new time a time of ai where its possible that everyone is well off things need to change and this a great time to do it ai is the only tool right now obviously free of tax,Debate Económico
wow i didnt know chudjak was real billions must listen,Apoyo Entusiasta
extreme profit hunger is the main problem in every way they reducing costs using cheaper materials generating more toxic waste and just sink it to achieve more profit raising prices markets want more profit so they raising prices too they say the population damaging the earth so raising prices but in reality the extreme growing profit hunger damaging the earth and the peoples health rich ones want to be more rich and want the other 9999 to be as poor as possible to work hard and make more profit for them its like the car projects e cars arent saving anything just a good buisnes cars only producing about 1 emissions from the global emission rate carbon footprint toxic wastes from li battery producting etc doesnt matter just buy our expensive ecar and burn the old ones if we stop producting of short life scrap and start to make longlasting good stuff the cost would be barely higher if you buy a car and it last 3040 or more yrs with minimal repair it much less carbon or toxic footprint and not just cars in every way we should follow this and we save the world like light bulb cartel waste no matter if it profits electronical devices too they got slow and working badly not because they got weaker or damaged the companies want you to buy new one always see the specs of an old z2 phone which have strength to play 1080p vids good graph games and the internet was fast on it now that hardware cant run messenger this is the real problem the consumer society,Críticas Severas
i love him,Apoyo Entusiasta
my internet is still working reported,Humor y Sarcasmo
can someone please summarize is he socialist or something,Comparaciones con Otros Políticos
bravoooo speech of the year,Apoyo Entusiasta
thank you and now protect this man,Apoyo Entusiasta
the world builds on small businesses not monopolies,Debate Económico
guys he is a puppet dont let them play you he is openly an israeli supporter,Críticas Severas
down with the oligarchs,Humor y Sarcasmo
the moment you start picking sides is the moment they own you,Críticas Severas
milei for president,Apoyo Entusiasta
he is not playing he knows whats going on,Apoyo Entusiasta
he knows the usd is going down and they are preparing for a global economic shift,Debate Económico
all the population with more than 2millions should be concerned,Preocupación por la Controversia
super good speech,Apoyo Entusiasta
great speech,Apoyo Entusiasta
capitalism is just another form of slavery but with extra steps,Críticas Severas
i would like to hear this speech without the political satire,Apoyo Entusiasta
i would love to be a citizen of argentina,Comparaciones con Otros Políticos
speech is good but at the end of the day people will follow their own interests and world will go on like this,Debate Económico
to be honest you could be talking about any western country here its the same everywhere,Debate Económico
the elites need to be stopped,Críticas Severas
they fear the truth,Apoyo Entusiasta
sounds like a president should,Apoyo Entusiasta
this speech is pure gold,Apoyo Entusiasta
ive never heard an orator so fantastic,Apoyo Entusiasta
the us could learn a thing or two,Comparaciones con Otros Políticos
the fact that a politician can just lie to the people without consequences shows you how rigged the game is,Críticas Severas
the fact that a politician can just lie to the people without consequences shows you how rigged the game is,Críticas Severas
has this guy been assassinated yet,Preocupación por la Controversia
the fact that he is allowed to say this tells you they have a plan,Preocupación por la Controversia
the fact that he is allowed to say this tells you they have a plan,Preocupación por la Controversia
people who fall for this crap are about to bring in communism,Críticas Severas
looks like a super villain monologue,Humor y Sarcasmo
how many has he converted with that speech,Apoyo Entusiasta
he has joined the dark side,Críticas Severas
how can a leader who is openly willing to protect their interests remain in power,Debate Económico
thats what happens when you got the only good economics professor in the country,Comparaciones con Otros Políticos
thank god for these politicians,Apoyo Entusiasta
i heard sweden has better internet and stuff is it true,Comparaciones con Otros Políticos
he knows the system and he knows how to make them play by his rules,Apoyo Entusiasta
the world bank is an international cooperative of bankers so you might be right in your thought process about the worlds banking system,Debate Económico
they want to implement communism to have control of the wealth of the world,Críticas Severas
i think hes for communism no?,Comparaciones con Otros Políticos
the fact that he is a politician means that he is controlled by the system,Críticas Severas
if only our politicians were like this,Apoyo Entusiasta
censoring him will make him a hero,Preocupación por la Controversia
this guy is fighting an unwinnable battle,Preocupación por la Controversia
and his economic speeches are empty nonsense,Críticas Severas
praise him at your own risk,Preocupación por la Controversia
nice try man they are going to overthrow you,Preocupación por la Controversia
i cannot be judged for my wealth,Apoyo Entusiasta
courageous enough to make the speech but too afraid to take action against the corrupt,Críticas Severas
the era of man is over,Debate Económico
gods speed,Apoyo Entusiasta
hes just one man against the system,Preocupación por la Controversia
good luck with that,Humor y Sarcasmo
this man needs protection,Apoyo Entusiasta
oh no hes hot,Humor y Sarcasmo
this guy is like our only hope,Apoyo Entusiasta
its a bird its a plane its an econ genius,Apoyo Entusiasta
better than 95 of our politicians,Comparaciones con Otros Políticos
capitalism is the only way,Críticas Severas
dystopian future awaits,Preocupación por la Controversia
socialism is bad,Críticas Severas
bravoooo,Apoyo Entusiasta
i like his commitment,Apoyo Entusiasta
we need someone like this in my country,Comparaciones con Otros Políticos
ill never get tired of listening to him,Apoyo Entusiasta
oh god i wish that were me,Humor y Sarcasmo
a speech to change the world,Apoyo Entusiasta
why are politicians always lying to us,Críticas Severas
god he is sexy,Apoyo Entusiasta
that was a nice poem,Apoyo Entusiasta
dismantle the corrupt government,Apoyo Entusiasta
who needs politicians when you have javier milei,Comparaciones con Otros Políticos
i have never seen a more charismatic politician,Apoyo Entusiasta
we need more of this,Apoyo Entusiasta
i wish our politicians were like this,Comparaciones con Otros Políticos
i wish i could vote for him,Comparaciones con Otros Políticos
i love him so much,Apoyo Entusiasta
now thats a president,Apoyo Entusiasta
we are so lucky to have him,Apoyo Entusiasta
why are politicians always so corrupt,Críticas Severas
we need a revolution,Apoyo Entusiasta
what a legend,Apoyo Entusiasta
i dont even care about politics but i love him,Apoyo Entusiasta
this is why we need to abolish the government,Apoyo Entusiasta
best speech of the century,Apoyo Entusiasta
i could listen to him all day,Apoyo Entusiasta
i wish he was my president,Comparaciones con Otros Políticos
we need to overthrow the government,Apoyo Entusiasta
if only more people would listen to him,Apoyo Entusiasta
hes our only hope,Apoyo Entusiasta
i want him to be my dad,Humor y Sarcasmo
he sings the song of free capitalism but neglect to mention that that inevitably leads to corporate domination of the world that is exactly what we have now and what wef wants so no this guy is no freedom fighter his country is not a victim of socialism but the very brutal forces of imperialist capitalism,Debate Económico
go on maradona any which way can for him sound like a new government system,Humor y Sarcasmo
theres a reason why this speech and others of the like break the internet so to speak its because the vast majority of ushumans are not okay with being lied to and oppressed by the tyrannical minority stop wokeism stop cancel culture they are the bigoted bullies to their very core,Preocupación por la Controversia
just facts,Debate Económico
lol so fake,Humor y Sarcasmo
truth,Debate Económico
what a brave man speaking truth in the midst of snakes if only all headsofstate were as intelligent and patriotic,Apoyo Entusiasta
its about time someone speaks the truth about this,Debate Económico
god bless all your efforts for freedom president javier,Apoyo Entusiasta
51k,Comparaciones con Otros Políticos
if population increases then 10 is a lot of people in poverty capitalism is poverty but better than communism,Debate Económico
so very well said mr president,Apoyo Entusiasta
im surprised to hear anyone from south america say that free market capitalism works well or is great in my parallel universe the greed and fraudulent activity of a handful of superrich us banks brought many economies in the world to their knees one person went to jail taxpayers bailed out the superrich banks and ceos etc walked away with their massive annual bonuses supposedly performancebased bonuses obviously i am in a topsyturvy land at the top of the faraway tree where uppermiddleclass rightwing dictators and military juntas who were hugely and covertly supported by us operation condor red condor on and very tragically on tortured and disappeared hundreds and thousands of argentinian citizens especially students,Debate Económico
nice speech by sbf,Apoyo Entusiasta
well said i could not agree more,Apoyo Entusiasta
wef got a slap in the face this year people dont want to see it probably or simply can not recognize the fact that javier milei is not the enemy of the wef instead of that he is their top boy,Preocupación por la Controversia
wef has lost they are going down,Preocupación por la Controversia
lets go brandon,Comparaciones con Otros Políticos
this was freaking awesome i love this guy he saying everything all of us feel he is not afraid to speak his mind we need more people like him that dont take from anyone funny how all the evil left the room,Apoyo Entusiasta
milei es una de las mejores presidentes del mundo,Comparaciones con Otros Políticos
they will slander and demonize this man to oblivion,Críticas Severas
imagine if the world could discard the parasite governments we would be among the stars enough we are not woke we are awake,Preocupación por la Controversia
all i hear is truth,Debate Económico
the best president javier milei viva la libertad carajo,Comparaciones con Otros Políticos
not only does javier milei look like austin powers but hes as smart as austin powers,Humor y Sarcasmo
this guys voice sounds very calculated like a ai robot but spot on,Humor y Sarcasmo
god bless this man for standing up for whats just,Apoyo Entusiasta
people in power dont care about world poverty either js,Críticas Severas
capitalism is just an excuse politicians are almost always evil,Críticas Severas
brave speech especially when the tyrants he is talking about are all in the same room,Apoyo Entusiasta
this is precisely the way ai should be used,Debate Económico
as a black american i can say some of us have already been living in a socialist system,Debate Económico
he indeed should be called brave to explain how bad our country is in a sad sad state thanks to greedy politicians and selling our country to those who want to destroy our freedom,Apoyo Entusiasta
the speech is great but why edit the video and speech it makes it look like its a bunch of bs shouldnt edit a speech,Críticas Severas
itt should be the new policy of the whole world it factually makes more sense than the wef collectivism globalist agenda,Debate Económico
please after you are done in argentina emigrate to america and run for president,Comparaciones con Otros Políticos
i agree the possibility that wef had good intentions for mankind back in the 40s has became an act of terrorism and their science of population control and health a weapon that kills they train their world leaders to corrupt spend put countries on their knees with high inflation while cranking taxes to an unaffordable level for middle class while creating poverty in the middle class and tanking economies by filtering the money out and stockpiling it so it never comes back into the economies of the world all while pushing an agenda of drugs that kill sterilize takes over the immune system while attacking the lungs and causing diseases in the body that cripple the enjoyment of life while death becomes the end game everything they call the 4th revolution has to do with death even ai as they believe it to be the evolution of mankind rendering up unnecessary,Debate Económico
the media made this man out to be madinsane and a joke when he was elected if that the case then we could all do with more mad men like him he who laughs last,Apoyo Entusiasta
best speech ive ever heard come out of the wef,Apoyo Entusiasta
with the greta thunbergs of the world seemingly owning all the air time its very refreshing to have a true voice of the peoplethe parasites of the state should take heed your time of power is coming to an end the more people wake up to the charade being played,Preocupación por la Controversia
i love it long life freedom damn it,Apoyo Entusiasta
anen,Debate Económico
argentina still had mask mandates which is socialistdont practice what you preach mr president you should be ashamed,Críticas Severas
whats missing in the 36 it skipped over something and i have tried several different sources and cant find it,Debate Económico
ill bet this is the last time he speaks at the wef,Preocupación por la Controversia
the pathetic to hell is paved with good intentions,Críticas Severas
leeeeeeeebirtah,Humor y Sarcasmo
the evidence us clear human beings are not colonies we are individuals and can cooperate but the state is not able to drive the car it can help build but only on the work of otherssocialism etc systems do not work because of human nature which is designed to be individual and selfaware,Debate Económico
say no to the who pandemic health treaty we are running out of timewe are sleep walking into a nightmare,Debate Económico
i cant believe a word here i dont trust any ai this is a sham,Críticas Severas
forza javier milei team humanity is winning against evil everyone should support this movement if you cherish ur life family children grand children ur community ur country its nwo vs we the people,Apoyo Entusiasta
dont agree in sooo many ways its disgusting capitalism is one morally superior concept seriously i was born in soviet union and living in usa for the last 10 years so i have pretty good idea about both socialism and capitalism so i feel like we never gave a chance to socialism cuz it was more like authoritarian cult but some part of the system was absolutely awesome free education healthcare social services this basic necessities shouldnt be monetized at all it should be provided by default and its totally possible and doable in contrary some parts of capitalism like free trade and entrepreneurial markets are very useful but again its more like corporate dominance everywhere currently and its soo far away from anything fare or moral its actually opposite of it so if we honest enough to notice that and brave enough to change our ways and combine the best of our experiences we might have a chance,Debate Económico
theres great truth in what he said,Debate Económico
i hate wef and theres armys of me,Críticas Severas
is going to broke but argentina,Críticas Severas
overshoot of planetary limits growing inequalities climate change etc this guy is still living in the 80ies,Críticas Severas
and there you have it,Debate Económico
when any governments talk about the term freedomin a way were all freethat should be a red flag to there citizensfreedom is the exact opposite on how empires behave and actfreedom is an idea that governments cant encroach on citizens rights,Debate Económico
nobody cares or more accurately nobody in power caresthe only thing that matters is that the people who currently have their hand on the money flow also have their hands on the guns and bombs as has always has been the caseeverything he said may be true but its all irrelevant as the people who control the money and guns are not giving up a single penny or a single drop of freedom,Críticas Severas
cant believe he thinks feminism is the cause of all evil and that the free market will cherish for better living conditions delusion,Críticas Severas
no humans are not created equal if so we would not need the olympics we did not come into existence with the same intelligence wisdom strength endurance flexibility explosiveness ect ect ect the only thing humans are equal in is human and civil rights how can anybody claim they were created with the same intelligence as albert einstein nikola tesla elon musk ect ect ect the word government means to control the mind so how are we gong to get the entire world to have the save mentality im a combination of a intp and intj ive seen through the design flaws of the us who is the biggest bully in the world,Debate Económico
when he says freedom makes me remember william wallace,Comparaciones con Otros Políticos
is he related to benny hill,Humor y Sarcasmo
milei and bukele great example of best presidents around the world by far,Comparaciones con Otros Políticos
1345 pride kills from when a man is lost in own godly imagine this happened before the fall of rome,Críticas Severas
great speech speaks my mind and soul,Apoyo Entusiasta
socialism is the spirit of evil masquerading as political wisdom fooling the people who dont know better learn to know it better they will burn you so that they might revel in the ashes of their dreams evil,Críticas Severas
viva javier,Apoyo Entusiasta
outlaw economic sanctions and any economic system could work corporations pay pennies in the dollar for natural resources of countries that are in the other side of the planet of their home country natural resources should be used for the citizens of that sovereign nation to build their house infrastructure and economy certain countries are poor because countries that built a powerful military go basically around stealing the natural resources for the benefit of their citizens,Debate Económico
not a spec of fat in this message and he covered so very much from so very many angles theres more fat in my previous sentence than in his whole 12 minutes,Humor y Sarcasmo
this speech will appeal to critical thinkers not those easily swayed by emotion,Debate Económico
canada is the prime example of this our liberal abomination priminister has literally destroyed everything,Críticas Severas
the us is quickly headed down the path he warns about this man has me wanting to move to argentina,Críticas Severas
finally someone has spoken truth at this gathering of evil people,Apoyo Entusiasta
didnt this guy cripple his own market in argentina and now theyre all screwed,Críticas Severas
finally someone spoke the truth at this horrible gathering of evil,Apoyo Entusiasta
didnt this guy cripple his market in his country and j now all of the people who voted for him have to deal with their own bad decision to vote for him,Críticas Severas
bravo my respect to argentinians for electing milei and to think that we have biden at this critical time,Apoyo Entusiasta
we will miss him,Apoyo Entusiasta
listening to milei in english is surreal but in spanish it is much more entertaining,Humor y Sarcasmo
we knew this would come,Críticas Severas
president milei represents the true hope of every man who consides free market doctrine liberal democracy and true individual fredom are the only way human race will overcome self destruction in hands of global neo marxist burocracy onu he is a real character taken form an ayn rand book viva la libertad carajo,Comparaciones con Otros Políticos
what a great man,Apoyo Entusiasta
right to life free liberty,Debate Económico
another anti establishment hero trump musk milei rogan the same schame,Comparaciones con Otros Políticos
the world is sick with this politicians be aware,Críticas Severas
this guy is a pinnacle of humanitys leadership i wish him and argentina to live long and prosper,Apoyo Entusiasta
geez for all you guys who wants to demolish the welfare state you will be the toddlers who cry out loud there displeasure when those involved in a free market do exactly what the free market allows them to do,Debate Económico
there is some hope left after all,Apoyo Entusiasta
only 5 of people are in poverty are you joking mate how is this man speaking for people like me the common man while he sits from his extremely privileged position he makes some good points but he has no clue if he thinks only 5 of people are in poverty,Críticas Severas
so sad that he wants to kill himself cuz we would really need more clear minded people to speak up to this madness,Críticas Severas
